date;precip_mm;temp_min;temp_max;temp_avg;humidity_avg;pressure_avg;wind_speed;solar_radiation;station_id;codigo_ibge;municipio;lat;lon;altitude;precip_tomorrow;rain_tomorrow;precip_lag_1d;precip_lag_2d;precip_sum_3d;precip_sum_7d;rain_days_7d;pressure_change_24h;dry_days;temp_avg_3d;humidity_avg_3d;day_of_year_sin;day_of_year_cos
2026-05-15;0,0;4,2;18,3;10,558;79,917;994,508;1,779;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;1,6;1,0;1,592;5,0;11,667;78,917;0,731;-0,683
2026-05-16;0,0;4,9;17,6;11,121;87,292;991,075;2,525;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;1,6;1,0;-3,433;6,0;11,042;83,0;0,719;-0,695
2026-05-17;0,0;9,1;17,7;12,312;87,292;992,412;2,792;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;1,338;7,0;11,331;84,833;0,707;-0,707
2026-05-18;0,0;3,9;14,8;9,742;79,625;998,438;1,858;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;6,025;8,0;11,058;84,736;0,694;-0,72
2026-05-19;0,0;2,6;15,4;8,15;74,458;998,162;1,45;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;-0,275;9,0;10,068;80,458;0,682;-0,731
2026-05-20;0,0;4,7;17,7;9,896;72,75;997,538;1,688;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;-0,625;10,0;9,263;75,611;0,669;-0,743
2026-05-21;0,0;2,1;13,6;8,838;77,167;1001,375;1,825;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;3,837;11,0;8,961;74,792;0,656;-0,754
2026-05-22;0,0;2,1;14,6;7,746;84,958;1002,271;2,246;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;0,896;12,0;8,826;78,292;0,643;-0,766
2026-05-23;0,0;9,4;18,4;12,767;88,167;999,946;2,792;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;-2,325;13,0;9,783;83,431;0,63;-0,777
2026-05-24;0,0;8,1;19,8;13,962;84,625;997,054;2,454;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;-2,892;14,0;11,492;85,917;0,617;-0,787
2026-05-25;0,0;9,0;19,1;14,996;85,208;994,554;2,129;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;2,8;1;0,0;0,0;0,0;0,0;0,0;-2,5;15,0;13,908;86,0;0,603;-0,798
2026-05-26;2,8;12,8;18,1;15,208;94,125;994,271;1,853;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;2,8;2,8;1,0;-0,283;0,0;14,722;87,986;0,589;-0,808
2026-05-27;0,0;11,9;19,7;14,558;87,458;997,096;2,0;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;2,8;0,0;2,8;2,8;1,0;2,825;1,0;14,921;88,931;0,575;-0,818
2026-05-28;0,0;9,2;18,4;13,546;85,625;996,475;2,292;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;2,8;2,8;2,8;1,0;-0,621;2,0;14,438;89,069;0,561;-0,828
2026-05-29;0,0;8,4;16,6;12,691;87,565;996,535;2,637;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;2,8;1,0;0,06;3,0;13,598;86,883;0,547;-0,837
2026-05-30;0,0;12,7;19,9;15,843;84,565;995,783;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;2,8;1,0;-0,752;4,0;14,027;85,918;0,532;-0,847
2026-05-31;0,0;10,9;17,3;13,404;93,522;995,726;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;2,8;1,0;-0,057;5,0;13,98;88,551;0,518;-0,856
2026-06-01;0,0;9,1;15,5;12,383;89,043;997,313;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;2,8;1,0;1,587;6,0;13,877;89,043;0,503;-0,864
2026-06-02;0,0;8,2;17,6;12,704;89,333;999,983;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;2,67;7,0;12,83;90,633;0,488;-0,873
2026-06-03;0,0;11,1;20,3;15,096;85,542;999,488;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;-0,496;8,0;13,394;87,973;0,473;-0,881
2026-06-04;0,0;12,4;23,1;16,154;84,958;999,729;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;0,0;0,0;0,0;0,0;0,0;0,242;9,0;14,651;86,611;0,458;-0,889
2026-06-05;0,2;12,5;24,3;17,021;82,833;996,4;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,2;0,2;0,0;-3,329;10,0;16,09;84,444;0,442;-0,897
2026-06-06;0,0;10,5;21,9;16,312;89,5;992,396;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,2;0,0;0,2;0,2;0,0;-4,004;11,0;16,496;85,764;0,427;-0,904
2026-06-07;0,0;13,2;17,3;14,996;92,5;992,162;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;24,8;1;0,0;0,2;0,2;0,2;0,0;-0,233;12,0;16,11;88,278;0,411;-0,912
2026-06-08;24,8;13,0;16,0;14,058;96,75;992,338;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;6,0;1;0,0;0,0;24,8;25,0;1,0;0,175;0,0;15,122;92,917;0,395;-0,919
2026-06-09;6,0;11,0;16,1;12,821;91,792;992,333;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;24,8;0,0;30,8;31,0;2,0;-0,004;0,0;13,958;93,681;0,379;-0,925
2026-06-10;0,0;6,6;17,9;12,054;84,417;991,467;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;4,8;1;6,0;24,8;30,8;31,0;2,0;-0,867;1,0;12,978;90,986;0,363;-0,932
2026-06-11;4,8;8,0;14,1;11,15;92,708;991,217;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;49,8;1;0,0;6,0;10,8;35,8;3,0;-0,25;0,0;12,008;89,639;0,347;-0,938
2026-06-12;49,8;11,8;14,5;12,683;98,417;987,75;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;4,8;0,0;54,6;85,4;4,0;-3,467;0,0;11,962;91,847;0,331;-0,944
2026-06-13;0,0;11,2;17,1;13,2;92,583;991,129;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;49,8;4,8;54,6;85,4;4,0;3,379;1,0;12,344;94,569;0,315;-0,949
2026-06-14;0,2;7,5;13,1;10,538;85,833;994,625;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;49,8;50,0;85,6;4,0;3,496;2,0;12,14;92,278;0,299;-0,954
2026-06-15;0,0;0,5;11,8;5,871;83,708;997,892;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,2;0,0;0,2;60,8;3,0;3,267;3,0;9,869;87,375;0,282;-0,959
2026-06-16;0,0;1,7;16,5;7,492;74,083;995,633;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,2;0,2;54,8;2,0;-2,258;4,0;7,967;81,208;0,266;-0,964
2026-06-17;0,0;6,1;15,8;10,433;77,75;997,371;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;54,8;2,0;1,738;5,0;7,932;78,514;0,249;-0,969
2026-06-18;0,0;6,4;17,4;10,533;77,25;995,637;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;9,6;1;0,0;0,0;0,0;50,0;1,0;-1,733;6,0;9,486;76,361;0,232;-0,973
2026-06-19;9,6;8,5;14,5;11,912;89,708;989,221;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;0,0;0,0;9,6;9,8;1,0;-6,417;0,0;10,96;81,569;0,215;-0,977
2026-06-20;0,2;1,1;13,1;7,196;85,333;993,125;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;9,6;0,0;9,8;10,0;1,0;3,904;1,0;9,881;84,097;0,199;-0,98
2026-06-21;0,0;1,8;14,4;7,508;83,417;990,833;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;6,0;1;0,2;9,6;9,8;9,8;1,0;-2,292;2,0;8,872;86,153;0,182;-0,983
2026-06-22;6,0;6,4;10,8;8,612;92,458;989,1;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,2;6,2;15,8;2,0;-1,733;0,0;7,772;87,069;0,165;-0,986
2026-06-23;0,0;2,6;11,4;6,546;80,792;992,262;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;6,0;0,0;6,0;15,8;2,0;3,162;1,0;7,556;85,556;0,148;-0,989
2026-06-24;0,0;2,0;13,2;7,125;70,667;993,238;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;6,0;6,0;15,8;2,0;0,975;2,0;7,428;81,306;0,131;-0,991
2026-06-25;0,0;3,4;16,8;9,004;72,042;996,233;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;15,8;2,0;2,996;3,0;7,558;74,5;0,114;-0,994
2026-06-26;0,0;3,9;18,1;11,338;69,083;996,992;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;6,2;1,0;0,758;4,0;9,156;70,597;0,097;-0,995
2026-06-27;0,0;4,9;19,8;12,062;67,708;995,658;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,8;0;0,0;0,0;0,0;6,0;1,0;-1,333;5,0;10,801;69,611;0,079;-0,997
2026-06-28;0,8;12,0;17,3;14,683;84,583;989,788;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;0,0;0,0;0,8;6,8;1,0;-5,871;6,0;12,694;73,792;0,062;-0,998
2026-06-29;0,2;5,0;12,7;8,246;92,875;994,792;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;0,8;0,0;1,0;1,0;0,0;5,004;7,0;11,664;81,722;0,045;-0,999
2026-06-30;0,2;0,1;14,5;6,008;89,333;994,338;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,2;0,8;1,2;1,2;0,0;-0,454;8,0;9,646;88,931;0,028;-1,0
2026-07-01;0,0;8,9;14,5;11,192;93,583;992,421;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;1,2;1;0,2;0,2;0,4;1,2;0,0;-1,917;9,0;8,482;91,931;0,011;-1,0
2026-07-02;1,2;6,1;13,4;8,912;91,5;999,033;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,2;1,4;2,4;1,0;6,613;0,0;8,704;91,472;-0,006;-1,0
2026-07-03;0,0;-1,4;9,5;3,992;80,125;1002,779;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;1,2;0,0;1,2;2,4;1,0;3,746;1,0;8,032;88,403;-0,024;-1,0
2026-07-04;0,0;5,4;10,9;7,775;89,167;1000,821;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;1,2;1,2;2,4;1,0;-1,958;2,0;6,893;86,931;-0,041;-0,999
2026-07-05;0,0;7,0;11,7;9,533;93,792;996,308;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;1,6;1,0;-4,512;3,0;7,1;87,694;-0,058;-0,998
2026-07-06;0,0;4,7;11,1;9,092;85,333;994,396;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;1,4;1,0;-1,913;4,0;8,8;89,431;-0,075;-0,997
2026-07-07;0,0;1,2;15,1;7,375;74,125;995,387;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;1,2;1,0;0,992;5,0;8,667;84,417;-0,092;-0,996
2026-07-08;0,0;4,2;19,1;10,458;66,375;994,158;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;1,2;1,0;-1,229;6,0;8,975;75,278;-0,109;-0,994
2026-07-09;0,0;9,3;20,4;14,183;58,833;990,912;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;0,0;0,0;-3,246;7,0;10,672;66,444;-0,127;-0,992
2026-07-10;0,0;8,8;20,5;14,212;77,125;989,133;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;0,0;0,0;0,0;0,0;0,0;-1,779;8,0;12,951;67,444;-0,144;-0,99
2026-07-11;0,2;11,8;15,6;13,804;90,042;988,279;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,6;0;0,0;0,0;0,2;0,2;0,0;-0,854;9,0;14,067;75,333;-0,161;-0,987
2026-07-12;0,6;8,5;12,9;10,421;91,667;993,025;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;0,2;0,0;0,8;0,8;0,0;4,746;10,0;12,812;86,278;-0,178;-0,984
2026-07-13;0,2;8,2;11,7;9,462;93,417;998,033;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;2,0;1;0,6;0,2;1,0;1,0;0,0;5,008;11,0;11,229;91,708;-0,194;-0,981
2026-07-14;2,0;6,2;19,3;12,038;77,375;995,896;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,2;0,6;2,8;3,0;1,0;-2,137;0,0;10,64;87,486;-0,211;-0,977
2026-07-15;0,0;9,2;22,1;14,154;74,625;991,229;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;2,0;0,2;2,2;3,0;1,0;-4,667;1,0;11,885;81,806;-0,228;-0,974
2026-07-16;0,0;13,4;27,1;19,704;59,208;985,346;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;2,0;2,0;3,0;1,0;-5,883;2,0;15,299;70,403;-0,245;-0,97
2026-07-17;0,0;20,4;29,9;24,562;58,125;977,771;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;3,0;1,0;-7,575;3,0;19,474;63,986;-0,261;-0,965
2026-07-18;0,0;18,6;26,9;22,321;76,667;977,129;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;39,8;1;0,0;0,0;0,0;2,8;1,0;-0,642;4,0;22,196;64,667;-0,278;-0,961
2026-07-19;39,8;15,9;23,8;18,954;89,167;977,925;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;46,8;1;0,0;0,0;39,8;42,0;2,0;0,796;0,0;21,946;74,653;-0,294;-0,956
2026-07-20;46,8;15,0;18,5;17,35;97,167;981,025;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;1,6;1;39,8;0,0;86,6;88,6;3,0;3,1;0,0;19,542;87,667;-0,311;-0,95
2026-07-21;1,6;15,6;18,9;17,104;98,917;982,788;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;15,2;1;46,8;39,8;88,2;88,2;3,0;1,763;0,0;17,803;95,083;-0,327;-0,945
2026-07-22;15,2;12,8;17,2;14,829;97,25;987,238;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;1,2;1;1,6;46,8;63,6;103,4;4,0;4,45;0,0;16,428;97,778;-0,343;-0,939
2026-07-23;1,2;8,9;16,2;12,746;88,375;994,671;;0,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;15,2;1,6;18,0;104,6;5,0;7,433;0,0;14,893;94,847;-0,359;-0,933
2026-07-24;0,0;9,6;18,5;13,458;86,333;993,758;;8,67;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;1,2;15,2;16,4;104,6;5,0;-0,912;1,0;13,678;90,653;-0,375;-0,927
2026-07-25;0,0;9,5;20,8;14,75;90,958;992,65;;13,94;A827;4301602;Bage;-31,348;-54,013;226,19;1,0;1;0,0;1,2;1,2;104,6;5,0;-1,108;2,0;13,651;88,556;-0,391;-0,92
2026-07-26;1,0;14,1;18,3;16,146;95,208;990,546;;3,63;A827;4301602;Bage;-31,348;-54,013;226,19;17,2;1;0,0;0,0;1,0;65,8;5,0;-2,104;0,0;14,785;90,833;-0,407;-0,913
2026-07-27;17,2;15,4;19,3;17,108;96,333;986,979;;3,7;A827;4301602;Bage;-31,348;-54,013;226,19;10,2;1;1,0;0,0;18,2;36,2;5,0;-3,567;0,0;16,001;94,167;-0,423;-0,906
2026-07-28;10,2;16,7;20,1;18,25;93,875;983,292;;2,55;A827;4301602;Bage;-31,348;-54,013;226,19;10,0;1;17,2;1,0;28,4;44,8;5,0;-3,688;0,0;17,168;95,139;-0,438;-0,899
2026-07-29;10,0;13,3;18,2;15,246;90,875;988,233;;7,98;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;10,2;17,2;37,4;39,6;5,0;4,942;0,0;16,868;93,694;-0,454;-0,891
2026-07-30;0,2;12,4;19,3;15,067;87,792;994,729;;10,14;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;10,0;10,2;20,4;38,6;4,0;6,496;1,0;16,187;90,847;-0,469;-0,883
2026-07-31;0,0;14,1;27,3;19,058;79,667;989,746;;14,4;A827;4301602;Bage;-31,348;-54,013;226,19;17,0;1;0,2;10,0;10,2;38,6;4,0;-4,983;2,0;16,457;86,111;-0,484;-0,875
2026-08-01;17,0;14,6;22,7;18,425;85,792;984,229;;2,28;A827;4301602;Bage;-31,348;-54,013;226,19;1,0;1;0,0;0,2;17,2;55,6;5,0;-5,517;0,0;17,517;84,417;-0,499;-0,867
2026-08-02;1,0;11,6;20,3;15,362;90,417;991,588;;9,27;A827;4301602;Bage;-31,348;-54,013;226,19;1,0;1;17,0;0,0;18,0;55,6;5,0;7,358;0,0;17,615;85,292;-0,514;-0,858
2026-08-03;1,0;13,8;26,3;17,838;91,458;992,95;;8,56;A827;4301602;Bage;-31,348;-54,013;226,19;9,2;1;1,0;17,0;19,0;39,4;5,0;1,362;0,0;17,208;89,222;-0,529;-0,849
2026-08-04;9,2;16,9;22,2;18,975;91,292;989,412;;7,12;A827;4301602;Bage;-31,348;-54,013;226,19;5,2;1;1,0;1,0;11,2;38,4;5,0;-3,537;0,0;17,392;91,056;-0,543;-0,84
2026-08-05;5,2;17,4;24,4;19,25;90,625;987,558;;8,85;A827;4301602;Bage;-31,348;-54,013;226,19;23,4;1;9,2;1,0;15,4;33,6;5,0;-1,854;0,0;18,688;91,125;-0,557;-0,83
2026-08-06;23,4;14,5;26,0;18,796;89,417;979,588;;11,12;A827;4301602;Bage;-31,348;-54,013;226,19;1,8;1;5,2;9,2;37,8;56,8;6,0;-7,971;0,0;19,007;90,444;-0,572;-0,82
2026-08-07;1,8;5,7;15,6;10,371;77,5;985,071;;16,52;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;23,4;5,2;30,4;58,6;7,0;5,483;0,0;16,139;85,847;-0,586;-0,811
2026-08-08;0,0;3,2;15,0;8,575;80,625;984,042;;10,58;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;1,8;23,4;25,2;41,6;6,0;-1,029;1,0;12,581;82,514;-0,6;-0,8
2026-08-09;0,0;2,6;14,3;8,604;68,375;993,887;;17,0;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;1,8;1,8;40,6;5,0;9,846;2,0;9,183;75,5;-0,613;-0,79
2026-08-10;0,0;1,3;13,7;5,364;72,875;1004,036;;15,7;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;39,6;4,0;10,148;3,0;7,514;73,958;-0,627;-0,779
2026-08-13;5,0;10,0;21,4;10,823;96,542;997,05;;1,69;A827;4301602;Bage;-31,348;-54,013;226,19;0,2;0;24,2;0,0;29,2;31,0;3,0;-11,366;0,0;;94,472;-0,666;-0,746
2026-08-14;0,2;10,0;17,1;12,505;90,762;996,529;;6,2;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;5,0;24,2;29,4;29,4;2,0;-0,521;1,0;11,72;95,282;-0,679;-0,734
2026-08-15;0,0;14,2;22,5;16,846;85,125;991,938;;11,77;A827;4301602;Bage;-31,348;-54,013;226,19;52,2;1;0,2;5,0;5,2;29,4;2,0;-4,591;2,0;13,391;90,81;-0,691;-0,723
2026-08-16;52,2;17,0;19,7;18,146;93,292;986,708;;1,89;A827;4301602;Bage;-31,348;-54,013;226,19;28,2;1;0,0;0,2;52,4;81,6;3,0;-5,229;0,0;15,832;89,726;-0,704;-0,711
2026-08-17;28,2;17,9;21,6;19,242;90,125;986,108;;2,6;A827;4301602;Bage;-31,348;-54,013;226,19;32,2;1;52,2;0,0;80,4;109,8;4,0;-0,6;0,0;18,078;89,514;-0,716;-0,698
2026-08-18;32,2;14,3;20,6;17,417;95,458;989,179;;4,78;A827;4301602;Bage;-31,348;-54,013;226,19;10,4;1;28,2;52,2;112,6;142,0;5,0;3,071;0,0;18,268;92,958;-0,728;-0,686
2026-08-19;10,4;13,2;15,8;14,05;96,5;994,012;;2,76;A827;4301602;Bage;-31,348;-54,013;226,19;20,4;1;32,2;28,2;70,8;128,2;5,0;4,833;0,0;16,903;94,028;-0,739;-0,673
2026-08-20;20,4;12,5;18,1;15,212;94,875;986,529;;7,7;A827;4301602;Bage;-31,348;-54,013;226,19;2,0;1;10,4;32,2;63,0;143,6;5,0;-7,483;0,0;15,56;95,611;-0,751;-0,66
2026-08-21;2,0;7,5;12,6;9,562;81,958;992,733;;15,62;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;20,4;10,4;32,8;145,4;6,0;6,204;0,0;12,942;91,111;-0,762;-0,647
2026-08-22;0,0;0,6;12,4;6,468;79,792;998,773;;17,46;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;2,0;20,4;22,4;145,4;6,0;6,039;1,0;10,414;85,542;-0,773;-0,634
2026-08-23;0,0;9,2;22,4;7,688;73,542;998,908;;19,11;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;2,0;2,0;93,2;5,0;0,136;2,0;7,906;78,431;-0,784;-0,621
2026-08-24;0,0;1,0;14,3;7,508;79,958;999,5;;18,96;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;65,0;4,0;0,592;3,0;7,221;77,764;-0,794;-0,607
2026-08-25;0,0;2,4;15,4;8,142;80,792;995,317;;13,71;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;32,8;3,0;-4,183;4,0;7,779;78,097;-0,805;-0,594
2026-08-26;0,0;8,2;21,5;13,658;82,125;988,067;;14,05;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;0,0;22,4;2,0;-7,25;5,0;9,769;80,958;-0,815;-0,58
2026-08-27;0,0;16,2;26,4;19,692;81,292;979,825;;5,25;A827;4301602;Bage;-31,348;-54,013;226,19;55,0;1;0,0;0,0;0,0;2,0;1,0;-8,242;6,0;13,831;81,403;-0,825;-0,565
2026-08-28;55,0;12,8;18,8;15,842;97,0;980,483;;2,35;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;0,0;55,0;55,0;1,0;0,658;0,0;16,397;86,806;-0,834;-0,551
2026-08-29;0,0;12,7;16,4;13,954;93,542;986,946;;6,66;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;55,0;0,0;55,0;55,0;1,0;6,463;1,0;16,496;90,611;-0,844;-0,537
2026-08-30;0,0;10,5;20,2;15,35;88,417;990,346;;9,54;A827;4301602;Bage;-31,348;-54,013;226,19;0,0;0;0,0;55,0;55,0;55,0;1,0;3,4;2,0;15,049;92,986;-0,853;-0,522
2026-08-31;0,0;12,6;19,8;16,354;86,042;987,5;;7,43;A827;4301602;Bage;-31,348;-54,013;226,19;;0;0,0;0,0;0,0;55,0;1,0;-2,846;3,0;15,219;89,333;-0,862;-0,507
2026-01-07;1,8;16,9;32,8;23,662;74,417;1007,113;2,7;17,98;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,6;0;0,0;0,0;1,8;2,8;2,0;-3,871;0,0;21,038;68,794;0,12;0,993
2026-01-08;0,6;18,0;24,6;20,974;82,435;1013,157;3,861;13,15;A836;4311007;Jaguarao;-32,535;-53,376;31,48;16,0;1;1,8;0,0;2,4;2,4;1,0;6,044;1,0;22,25;74,548;0,137;0,991
2026-01-09;16,0;19,4;22,9;20,879;87,458;1013,292;4,679;6,54;A836;4311007;Jaguarao;-32,535;-53,376;31,48;25,0;1;0,6;1,8;18,4;18,4;2,0;0,135;0,0;21,839;81,437;0,154;0,988
2026-01-10;25,0;20,8;29,0;24,146;83,833;1003,162;4,663;21,25;A836;4311007;Jaguarao;-32,535;-53,376;31,48;2,8;1;16,0;0,6;41,6;43,4;3,0;-10,129;0,0;22,0;84,575;0,171;0,985
2026-01-11;2,8;16,8;27,5;21,321;79,417;1002,379;4,617;20,14;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,0;0;25,0;16,0;43,8;46,2;4,0;-0,783;0,0;22,115;83,569;0,188;0,982
2026-01-12;0,0;19,4;29,1;23,125;81,833;1007,121;2,442;21,05;A836;4311007;Jaguarao;-32,535;-53,376;31,48;9,0;1;2,8;25,0;27,8;46,2;4,0;4,742;1,0;22,864;81,694;0,205;0,979
2026-01-13;9,0;19,0;29,6;23,713;84,708;1008,188;1,25;23,91;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,0;0;0,0;2,8;11,8;55,2;5,0;1,067;0,0;22,719;81,986;0,222;0,975
2026-01-14;0,0;20,1;31,3;24,971;85,208;1008,479;1,842;27,89;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,0;0;9,0;0,0;9,0;53,4;4,0;0,292;1,0;23,936;83,917;0,239;0,971
2026-01-15;0,0;21,9;36,0;28,067;73,292;1006,017;2,496;29,88;A836;4311007;Jaguarao;-32,535;-53,376;31,48;2,2;1;0,0;9,0;9,0;52,8;4,0;-2,462;2,0;25,583;81,069;0,255;0,967
2026-01-16;2,2;22,3;29,8;24,929;76,667;1008,363;2,829;16,99;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,0;0;0,0;0,0;2,2;39,0;4,0;2,346;0,0;25,989;78,389;0,272;0,962
2026-01-17;0,0;14,9;29,9;22,217;76,083;1009,0;1,308;32,33;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,4;0;2,2;0,0;2,2;14,0;3,0;0,637;1,0;25,071;75,347;0,288;0,958
2026-01-18;0,4;18,2;29,8;23,142;80,208;1006,796;3,221;21,66;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,0;0;0,0;2,2;2,6;11,6;2,0;-2,204;2,0;23,429;77,653;0,305;0,952
2026-01-19;0,0;11,6;24,5;19,125;64,0;1015,467;3,188;27,43;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,0;0;0,4;0,0;0,4;11,6;2,0;8,671;3,0;21,494;73,431;0,321;0,947
2026-01-20;0,0;13,3;25,8;19,209;71,957;1015,357;2,07;23,85;A836;4311007;Jaguarao;-32,535;-53,376;31,48;0,0;0;0,0;0,4;0,4;2,6;1,0;-0,11;4,0;20,492;72,055;0,337;0,941
